source_url,final_url,http_status,title,meta_description,h1_text,canonical_url,og_tags,word_count
"https://www.woodinvillesportsclub.com/newsletter-signup","https://www.woodinvillesportsclub.com/newsletter-signup","200","Newsletter Signup | WSC","","Stay Informed!","https://www.woodinvillesportsclub.com/newsletter-signup","{""og:title"":""Newsletter Signup | WSC"",""og:image"":""https://static.wixstatic.com/media/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png/v1/fit/w_2500,h_1330,al_c/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.woodinvillesportsclub.com/newsletter-signup"",""og:site_name"":""WSC"",""og:type"":""website""}","20"
"https://www.woodinvillesportsclub.com/performance-training-team","https://www.woodinvillesportsclub.com/performance-training-team","200","Woodinville Fitness Center | Gym, Personal Training & More | Woodinville Sports Club","Experience Woodinville's spacious, uncrowded fitness center. Comfortable gym, personal training, group classes. Diverse equipment for all needs. Tennis and pickleball courts. Your relaxed wellness destination awaits!","Meet the Performance Training Team","https://www.woodinvillesportsclub.com/performance-training-team","{""og:title"":""Woodinville Fitness Center | Gym, Personal Training & More | Woodinville Sports Club"",""og:description"":""Experience Woodinville's spacious, uncrowded fitness center. Comfortable gym, personal training, group classes. Diverse equipment for all needs. Tennis and pickleball courts. Your relaxed wellness destination awaits!"",""og:image"":""https://static.wixstatic.com/media/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png/v1/fit/w_2500,h_1330,al_c/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.woodinvillesportsclub.com/performance-training-team"",""og:site_name"":""WSC"",""og:type"":""website""}","431"
"https://www.woodinvillesportsclub.com/personal-training-interest-form","https://www.woodinvillesportsclub.com/personal-training-interest-form","200","Personal Training Interest Form | WSC","","","https://www.woodinvillesportsclub.com/personal-training-interest-form","{""og:title"":""Personal Training Interest Form | WSC"",""og:image"":""https://static.wixstatic.com/media/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png/v1/fit/w_2500,h_1330,al_c/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.woodinvillesportsclub.com/personal-training-interest-form"",""og:site_name"":""WSC"",""og:type"":""website""}","143"
"https://www.woodinvillesportsclub.com/pickleball","https://www.woodinvillesportsclub.com/pickleball","200","Woodinville Pickleball | Courts, Drop-In, Tournaments | Woodinville Sports Club","Experience top-notch pickleball in Woodinville, WA at Woodinville Sports Club. Book courts, join open play sessions, or host private events in our iconic Dome. Perfect for all skill levels.","Pickleball at Woodinville Sports Club | Pickleball Open Play","https://www.woodinvillesportsclub.com/pickleball","{""og:title"":""Woodinville Pickleball | Courts, Drop-In, Tournaments | Woodinville Sports Club"",""og:description"":""Experience top-notch pickleball in Woodinville, WA at Woodinville Sports Club. Book courts, join open play sessions, or host private events in our iconic Dome. Perfect for all skill levels."",""og:image"":""https://static.wixstatic.com/media/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png/v1/fit/w_2500,h_1330,al_c/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.woodinvillesportsclub.com/pickleball"",""og:site_name"":""WSC"",""og:type"":""website""}","1421"
"https://www.woodinvillesportsclub.com/pickleball-camp","https://www.woodinvillesportsclub.com/pickleball-camp","200","Youth Pickleball Summer Camps 2025 | Ages 7-12 | Woodinville Sports Club","Premier youth pickleball summer camps at Woodinville Sports Club! Professional coaching for ages 7-12, all skill levels. Weekly programs $375. Located in Woodinville, WA. Register now!","","https://www.woodinvillesportsclub.com/pickleball-camp","{""og:title"":""Youth Pickleball Summer Camps 2025 | Ages 7-12 | Woodinville Sports Club"",""og:description"":""Premier youth pickleball summer camps at Woodinville Sports Club! Professional coaching for ages 7-12, all skill levels. Weekly programs $375. Located in Woodinville, WA. Register now!"",""og:image"":""https://static.wixstatic.com/media/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png/v1/fit/w_2500,h_1330,al_c/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.woodinvillesportsclub.com/pickleball-camp"",""og:site_name"":""WSC"",""og:type"":""website""}","276"
"https://www.woodinvillesportsclub.com/post/bellevue-golfers-looking-for-a-top-notch-driving-range-near-you","https://www.woodinvillesportsclub.com/post/bellevue-golfers-looking-for-a-top-notch-driving-range-near-you","200","Bellevue golfers, looking for a top-notch driving range near you?","","Bellevue golfers, looking for a top-notch driving range near you?","https://www.woodinvillesportsclub.com/post/bellevue-golfers-looking-for-a-top-notch-driving-range-near-you","{""og:title"":""Bellevue golfers, looking for a top-notch driving range near you?"",""og:description"":""Just minutes from Bellevue. Woodinville Sports Club Driving Range offers 24 bays, grass tees, a practice area and a laid back atmosphere."",""og:image"":""https://static.wixstatic.com/media/ad0976_8ae58ccda982480fb20fb114b15050f5~mv2.jpg/v1/fill/w_1000,h_667,al_c,q_85,usm_0.66_1.00_0.01/ad0976_8ae58ccda982480fb20fb114b15050f5~mv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1667"",""og:url"":""https://www.woodinvillesportsclub.com/post/bellevue-golfers-looking-for-a-top-notch-driving-range-near-you"",""og:site_name"":""WSC"",""og:type"":""article""}","253"
"https://www.woodinvillesportsclub.com/post/bothell-driving-range-woodinville-sports-club-golf","https://www.woodinvillesportsclub.com/post/bothell-driving-range-woodinville-sports-club-golf","200","Bothell Driving Range | Woodinville Sports Club Golf","Only 10 minutes from Bothell, swing by Woodinville Sports Club’s golf driving range with Toptracer tech, covered bays, and grass tees. Open daily 9 AM-10 PM!","Bothell Driving Range | Woodinville Sports Club Golf","https://www.woodinvillesportsclub.com/post/bothell-driving-range-woodinville-sports-club-golf","{""og:title"":""Bothell Driving Range | Woodinville Sports Club Golf"",""og:description"":""Only 10 minutes from Bothell, swing by Woodinville Sports Club’s golf driving range with Toptracer tech, covered bays, and grass tees. Open daily 9 AM-10 PM!Bothell’s Top Driving Range DestinationLooking for a premium golf driving range near Bothell? Woodinville Sports Club, just a quick 10-minute drive via WA-522, offers the ultimate practice spot at 15327 140th Pl NE, Woodinville, WA. With 23 covered bays, Toptracer technology, and seasonal grass tees, it’s perfect for Bothell golfers of all l"",""og:image"":""https://static.wixstatic.com/media/ad0976_ce3f0f2003b34eeb9eaf1d67f98930b2~mv2.jpg/v1/fill/w_1000,h_667,al_c,q_85,usm_0.66_1.00_0.01/ad0976_ce3f0f2003b34eeb9eaf1d67f98930b2~mv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1667"",""og:url"":""https://www.woodinvillesportsclub.com/post/bothell-driving-range-woodinville-sports-club-golf"",""og:site_name"":""WSC"",""og:type"":""article""}","298"
"https://www.woodinvillesportsclub.com/post/elevate-your-fitness-game-at-woodinville-sports-club","https://www.woodinvillesportsclub.com/post/elevate-your-fitness-game-at-woodinville-sports-club","200","Your Welcoming Fitness Home: Experience the Woodinville Sports Club Difference","","Your Welcoming Fitness Home: Experience the Woodinville Sports Club Difference","https://www.woodinvillesportsclub.com/post/elevate-your-fitness-game-at-woodinville-sports-club","{""og:title"":""Your Welcoming Fitness Home: Experience the Woodinville Sports Club Difference"",""og:description"":""Step into a fitness environment where everyone feels welcome, regardless of their fitness level or experience. At Woodinville Sports Club's Fitness Center, we've created a space that combines professional-grade equipment with a comfortable, supportive atmosphere that makes achieving your fitness goals both accessible and enjoyable.A Different Kind of Fitness ExperienceWelcoming EnvironmentFrom the moment you walk through our doors, you'll notice the difference: • Friendly, approachable staff rea"",""og:image"":""https://static.wixstatic.com/media/ad0976_812f03aaf0e74c12be1e1f266e4c68bd~mv2.jpeg/v1/fill/w_1000,h_750,al_c,q_85,usm_0.66_1.00_0.01/ad0976_812f03aaf0e74c12be1e1f266e4c68bd~mv2.jpeg"",""og:image:width"":""4032"",""og:image:height"":""3024"",""og:url"":""https://www.woodinvillesportsclub.com/post/elevate-your-fitness-game-at-woodinville-sports-club"",""og:site_name"":""WSC"",""og:type"":""article""}","443"
"https://www.woodinvillesportsclub.com/post/join-woodinville-sports-club-for-premier-sports-facilities","https://www.woodinvillesportsclub.com/post/join-woodinville-sports-club-for-premier-sports-facilities","200","Woodinville Sports Club: Where Community and Active Lifestyle Meet","","Woodinville Sports Club: Where Community and Active Lifestyle Meet","https://www.woodinvillesportsclub.com/post/join-woodinville-sports-club-for-premier-sports-facilities","{""og:title"":""Woodinville Sports Club: Where Community and Active Lifestyle Meet"",""og:description"":""Are you looking to take your athletic abilities to the next level? Look no further than Woodinville Sports Club, a premier sports facility that has been at the top of its game since 1979.In the heart of Woodinville, there's a vibrant hub where tennis enthusiasts perfect their serve, golfers refine their swing, and fitness devotees pursue their personal best. Welcome to Woodinville Sports Club (WSC), where state-of-the-art facilities meet community spirit to create an unparalleled sports and fitn"",""og:image"":""https://static.wixstatic.com/media/ad0976_c3d6ae18d44349d3b7a4bdffd477e6df~mv2.jpg/v1/fill/w_1000,h_750,al_c,q_85,usm_0.66_1.00_0.01/ad0976_c3d6ae18d44349d3b7a4bdffd477e6df~mv2.jpg"",""og:image:width"":""1912"",""og:image:height"":""1434"",""og:url"":""https://www.woodinvillesportsclub.com/post/join-woodinville-sports-club-for-premier-sports-facilities"",""og:site_name"":""WSC"",""og:type"":""article""}","570"
"https://www.woodinvillesportsclub.com/post/kirkland-driving-range-woodinville-sports-club","https://www.woodinvillesportsclub.com/post/kirkland-driving-range-woodinville-sports-club","200","Kirkland Driving Range | Woodinville Sports Club","","Kirkland Driving Range | Woodinville Sports Club","https://www.woodinvillesportsclub.com/post/kirkland-driving-range-woodinville-sports-club","{""og:title"":""Kirkland Driving Range | Woodinville Sports Club"",""og:description"":""12 minutes from Kirkland, hit the range at Woodinville Sports Club with Toptracer, covered bays, and grass tees. Open 9 AM-10 PM daily!"",""og:image"":""https://static.wixstatic.com/media/ad0976_ce3f0f2003b34eeb9eaf1d67f98930b2~mv2.jpg/v1/fill/w_1000,h_667,al_c,q_85,usm_0.66_1.00_0.01/ad0976_ce3f0f2003b34eeb9eaf1d67f98930b2~mv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1667"",""og:url"":""https://www.woodinvillesportsclub.com/post/kirkland-driving-range-woodinville-sports-club"",""og:site_name"":""WSC"",""og:type"":""article""}","226"
"https://www.woodinvillesportsclub.com/post/kirkland-parents-give-your-kids-the-ultimate-summer-at-woodinville-sports-club","https://www.woodinvillesportsclub.com/post/kirkland-parents-give-your-kids-the-ultimate-summer-at-woodinville-sports-club","200","Kirkland Parents: Give Your Kids the Ultimate Summer at Woodinville Sports Club!","","Kirkland Parents: Give Your Kids the Ultimate Summer at Woodinville Sports Club!","https://www.woodinvillesportsclub.com/post/kirkland-parents-give-your-kids-the-ultimate-summer-at-woodinville-sports-club","{""og:title"":""Kirkland Parents: Give Your Kids the Ultimate Summer at Woodinville Sports Club!"",""og:description"":""Kirkland Parents: Give Your Kids the Ultimate Summer at Woodinville Sports Club!"",""og:image"":""https://static.wixstatic.com/media/ad0976_a8288c7c263b469291a97cfc06687fa6~mv2.jpg/v1/fill/w_1000,h_671,al_c,q_85,usm_0.66_1.00_0.01/ad0976_a8288c7c263b469291a97cfc06687fa6~mv2.jpg"",""og:image:width"":""3920"",""og:image:height"":""2632"",""og:url"":""https://www.woodinvillesportsclub.com/post/kirkland-parents-give-your-kids-the-ultimate-summer-at-woodinville-sports-club"",""og:site_name"":""WSC"",""og:type"":""article""}","377"
"https://www.woodinvillesportsclub.com/post/premier-tennis-courts-classes-in-woodinville-wa","https://www.woodinvillesportsclub.com/post/premier-tennis-courts-classes-in-woodinville-wa","200","Premier Tennis Courts & Classes in Woodinville, WA","","Premier Tennis Courts & Classes in Woodinville, WA","https://www.woodinvillesportsclub.com/post/premier-tennis-courts-classes-in-woodinville-wa","{""og:title"":""Premier Tennis Courts & Classes in Woodinville, WA"",""og:description"":""Welcome to Woodinville Sports Club, the top destination for tennis enthusiasts in Woodinville, Washington."",""og:image"":""https://static.wixstatic.com/media/ad0976_be6aa265bf094c8081dcd53b13106410~mv2.jpg/v1/fill/w_1000,h_667,al_c,q_85,usm_0.66_1.00_0.01/ad0976_be6aa265bf094c8081dcd53b13106410~mv2.jpg"",""og:image:width"":""1920"",""og:image:height"":""1280"",""og:url"":""https://www.woodinvillesportsclub.com/post/premier-tennis-courts-classes-in-woodinville-wa"",""og:site_name"":""WSC"",""og:type"":""article""}","782"
"https://www.woodinvillesportsclub.com/post/redmond-driving-range-toptracer-golf-at-wsc","https://www.woodinvillesportsclub.com/post/redmond-driving-range-toptracer-golf-at-wsc","200","Driving Range Near Redmond: Toptracer Golf at Woodinville Sports Club","Redmond golfers, your perfect practice spot is just a short drive away at Woodinville Sports Club Driving Range. Located at 15327 140th Pl NE, our facility boasts Toptracer technology, 23 covered bays, and a short-game area—only 15 minutes from Redmond via WA-520.","Redmond Driving Range | Toptracer Golf at WSC","https://www.woodinvillesportsclub.com/post/redmond-driving-range-toptracer-golf-at-wsc","{""og:title"":""Driving Range Near Redmond: Toptracer Golf at Woodinville Sports Club"",""og:description"":""Redmond’s Top Driving Range DestinationRedmond golfers, your perfect practice spot is just a short drive away at Woodinville Sports Club Driving Range. Located at 15327 140th Pl NE, our facility boasts Toptracer technology, 23 covered bays, and a short-game area—only 15 minutes from Redmond via WA-520.What Redmond Golfers Get • Cutting-Edge Tech: Toptracer for precision and entertainment. • All-Weather Bays: Covered and heated for Redmond’s variable weather. • Quick Access: Near Redmond’s tech h"",""og:image"":""https://static.wixstatic.com/media/ad0976_8ae58ccda982480fb20fb114b15050f5~mv2.jpg/v1/fill/w_1000,h_667,al_c,q_85,usm_0.66_1.00_0.01/ad0976_8ae58ccda982480fb20fb114b15050f5~mv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1667"",""og:url"":""https://www.woodinvillesportsclub.com/post/redmond-driving-range-toptracer-golf-at-wsc"",""og:site_name"":""WSC"",""og:type"":""article""}","222"
"https://www.woodinvillesportsclub.com/post/summer-camps-near-me-woodinville-wa","https://www.woodinvillesportsclub.com/post/summer-camps-near-me-woodinville-wa","200","Woodinville Summer Camps 2025: Tennis, Golf, Adventure, and Farm Fun!","Explore Woodinville summer camps for 2024! Tennis, golf, adventure, and farm fun await. Secure your spot at Woodinville summer camps today!","Woodinville Summer Camps 2025: Tennis, Golf, Adventure, and Farm Fun!","https://www.woodinvillesportsclub.com/post/summer-camps-near-me-woodinville-wa","{""og:title"":""Woodinville Summer Camps 2025: Tennis, Golf, Adventure, and Farm Fun!"",""og:description"":""Summer Camps in Woodinville at Woodinville Sports Club. Tennis, Golf, Adventure and Farm Camps. Great healthy fun this summer!"",""og:image"":""https://static.wixstatic.com/media/ad0976_053481ec20c34d2dbcf7c6ddf0954c78~mv2.jpg/v1/fill/w_1000,h_563,al_c,q_85,usm_0.66_1.00_0.01/ad0976_053481ec20c34d2dbcf7c6ddf0954c78~mv2.jpg"",""og:image:width"":""1052"",""og:image:height"":""592"",""og:url"":""https://www.woodinvillesportsclub.com/post/summer-camps-near-me-woodinville-wa"",""og:site_name"":""WSC"",""og:type"":""article""}","617"
"https://www.woodinvillesportsclub.com/post/top-summer-camps-near-bellevue-for-2025","https://www.woodinvillesportsclub.com/post/top-summer-camps-near-bellevue-for-2025","200","Top Summer Camps Near Bellevue for 2025","","Top Summer Camps Near Bellevue for 2025","https://www.woodinvillesportsclub.com/post/top-summer-camps-near-bellevue-for-2025","{""og:title"":""Top Summer Camps Near Bellevue for 2025"",""og:description"":""Summer Camps near Bellevue. Tennis, Golf, Adventure Camps"",""og:image"":""https://static.wixstatic.com/media/ad0976_2a519de74f2049d2b5ed820551608519~mv2.jpg/v1/fill/w_1000,h_667,al_c,q_85,usm_0.66_1.00_0.01/ad0976_2a519de74f2049d2b5ed820551608519~mv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1667"",""og:url"":""https://www.woodinvillesportsclub.com/post/top-summer-camps-near-bellevue-for-2025"",""og:site_name"":""WSC"",""og:type"":""article""}","423"
"https://www.woodinvillesportsclub.com/post/top-tennis-courts-classes-near-bothell-wa","https://www.woodinvillesportsclub.com/post/top-tennis-courts-classes-near-bothell-wa","200","Top Tennis Courts & Classes Near Bothell, WA","","Top Tennis Courts & Classes Near Bothell, WA","https://www.woodinvillesportsclub.com/post/top-tennis-courts-classes-near-bothell-wa","{""og:title"":""Top Tennis Courts & Classes Near Bothell, WA"",""og:description"":""Just 10 minutes from Bothell, WA! Play on indoor/outdoor tennis courts or join youth/adult tennis classes at Woodinville Sports Club. No dues, pay-as-you-play. Book now!"",""og:image"":""https://static.wixstatic.com/media/ad0976_be6aa265bf094c8081dcd53b13106410~mv2.jpg/v1/fill/w_1000,h_667,al_c,q_85,usm_0.66_1.00_0.01/ad0976_be6aa265bf094c8081dcd53b13106410~mv2.jpg"",""og:image:width"":""1920"",""og:image:height"":""1280"",""og:url"":""https://www.woodinvillesportsclub.com/post/top-tennis-courts-classes-near-bothell-wa"",""og:site_name"":""WSC"",""og:type"":""article""}","758"
"https://www.woodinvillesportsclub.com/post/training-in-the-pacific-northwest-making-the-most-of-covered-bay-practice","https://www.woodinvillesportsclub.com/post/training-in-the-pacific-northwest-making-the-most-of-covered-bay-practice","200","Training in the Pacific Northwest: Making the Most of Covered Bay Practice","","Training in the Pacific Northwest: Making the Most of Covered Bay Practice","https://www.woodinvillesportsclub.com/post/training-in-the-pacific-northwest-making-the-most-of-covered-bay-practice","{""og:title"":""Training in the Pacific Northwest: Making the Most of Covered Bay Practice"",""og:description"":""Don't let the Pacific Northwest winter dampen your golf game. At Woodinville Sports Club, our 23 covered, state-of-the-art practice bays powered by TopTracer technology provide the perfect environment to maintain and even improve your skills during the off-season. Here's your comprehensive guide to maximizing your winter practice sessions and emerging stronger in spring.The Winter Practice AdvantageWhy Winter Training MattersWhile fair-weather golfers hibernate, dedicated players can: • Develop"",""og:image"":""https://static.wixstatic.com/media/ad0976_48ff883e50be4609beac9011ffb6ac0f~mv2.jpg/v1/fill/w_1000,h_667,al_c,q_85,usm_0.66_1.00_0.01/ad0976_48ff883e50be4609beac9011ffb6ac0f~mv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1667"",""og:url"":""https://www.woodinvillesportsclub.com/post/training-in-the-pacific-northwest-making-the-most-of-covered-bay-practice"",""og:site_name"":""WSC"",""og:type"":""article""}","575"
"https://www.woodinvillesportsclub.com/post/uncovering-the-ultimate-golf-experience-explore-our-woodinville-driving-range-today","https://www.woodinvillesportsclub.com/post/uncovering-the-ultimate-golf-experience-explore-our-woodinville-driving-range-today","200","Uncovering the Ultimate Golf Experience: Explore Our Woodinville Driving Range Today","Woodinville's favorite golf driving range at Woodinville Sports Club","Uncovering the Ultimate Golf Experience: Explore Our Woodinville Driving Range Today","https://www.woodinvillesportsclub.com/post/uncovering-the-ultimate-golf-experience-explore-our-woodinville-driving-range-today","{""og:title"":""Uncovering the Ultimate Golf Experience: Explore Our Woodinville Driving Range Today"",""og:description"":""Learn about Woodinville Sports Club's inviting golf driving range."",""og:image"":""https://static.wixstatic.com/media/ad0976_ce3f0f2003b34eeb9eaf1d67f98930b2~mv2.jpg/v1/fill/w_1000,h_667,al_c,q_85,usm_0.66_1.00_0.01/ad0976_ce3f0f2003b34eeb9eaf1d67f98930b2~mv2.jpg"",""og:image:width"":""2500"",""og:image:height"":""1667"",""og:url"":""https://www.woodinvillesportsclub.com/post/uncovering-the-ultimate-golf-experience-explore-our-woodinville-driving-range-today"",""og:site_name"":""WSC"",""og:type"":""article""}","778"
